,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
12,0.0,0.5576923076923077,0.6088042614145461,0.6894895997775359,0.4377256791728078,0.4561545086168096,0.04219150025601639,0.6508026440472534,0.5902222222190119,0.7172749391681634,0.24691358024691468,0.7846153846153889,0.07454864154250658,0.56232502799703,0.04219150025601639,0.643253838614249,0.048685491723654245,0.7142857142872341,0.16223067173622774,0.32258064516129004,0.7431192660550456,0.060003681207436044,0.013015184381778743,0.0,1.0
13,0.0,0.5769230769230769,0.6521743598972717,0.7723535537488884,0.7136138327431317,0.729833195137629,0.08361495135688683,0.691029272906178,0.6293333332931752,0.7414436334264636,0.3209876543209873,0.8769230769230809,0.060648553900087644,0.5584406494968943,0.08361495135688683,0.672165958841346,0.08373904576408547,0.7279635258404258,0.3155893536118739,0.4967741935483869,0.7431192660550456,0.06920669979753359,0.036876355748373106,0.0,1.0
14,0.0,0.5961538461538461,0.6521743598972717,0.5715727435689555,0.32495621584586354,0.33194901359507084,0.07373271889400922,0.7609065155150532,0.6951111111219532,0.7823195458358896,0.2901234567901234,0.915384615384621,0.035056967572304996,0.5355543113106782,0.07373271889400922,0.7128389415251761,0.06621226874386985,0.7234042553191489,0.2686945500632105,0.42580645161290276,0.7889908256880731,0.02098288238542242,0.049891540130151846,0.0,1.0
15,0.0,0.6153846153846154,0.6521743598972717,0.6415320726883263,0.4017177612550224,0.38016404444856894,0.23233486943164364,0.7036827195922086,0.6302222221642566,0.8394160584239927,0.2962962962962976,0.8923076923076962,0.17861524978089396,0.6464865621511269,0.23233486943164364,0.7775236850715084,0.03407984420635349,0.7066869300957448,0.1913814955637273,0.39354838709677376,0.7431192660550456,0.08227498619547212,0.02819956616052061,0.0,1.0
16,0.0,0.6346153846153846,0.6521743598972717,0.686304636669293,0.330759617044854,0.3867973070017247,0.08294930875576037,0.7531633616715112,0.6871111110333459,0.8045417680909139,0.2901234567901234,0.8615384615384656,0.04539877300613497,0.5673292273230328,0.08294930875576037,0.7384841555092101,0.07692307692281478,0.7386018237127656,0.22053231939211382,0.42580645161290276,0.7889908256880731,0.009939260077305357,0.0455531453362256,0.0,1.0
17,0.0,0.6538461538461539,0.7206919780089176,0.8641683523175439,0.5050210831451964,0.5706092980135129,0.10481310803891448,0.7248347498101992,0.6631111110164198,0.8373073803542184,0.27160493827160437,0.9076923076923116,0.06976336546888694,0.6261548152306555,0.10481310803891448,0.7775236850715084,0.03700097370994995,0.7720364741595747,0.17743979721163783,0.3548387096774195,0.8899082568807337,0.02521627093686729,0.060737527114967466,0.0,1.0
18,0.0,0.673076923076923,0.7015580788734309,0.7205979032399421,0.5404916691617871,0.48221928606484576,0.0738863287250384,0.7792256845997798,0.7146666666590349,0.735117599330664,0.37037037037037024,0.8538461538461561,0.05328659070990359,0.4748740201583761,0.0738863287250384,0.6682456713519569,0.14410905550144398,0.7370820668723406,0.27376425855560527,0.39354838709677376,0.7889908256880731,0.02613657279587705,0.05206073752711497,0.0,1.0
19,0.0,0.6923076923076923,0.5840941973881462,0.9809686373387942,0.25085117724526507,0.3474151409025201,0.165284178187404,0.7983002832407351,0.7342222221961165,0.8572587185864933,0.3148148148148131,0.9307692307692328,0.04238387379491674,0.5821318589023146,0.165284178187404,0.8074158771623772,0.1051606621226569,0.7750759878404256,0.31305449936612006,0.4645161290322579,0.8899082568807337,0.047671636296705316,0.04338394793926247,0.0,1.0
20,0.0,0.7115384615384616,0.6588621496596735,0.7012775875463988,0.48815218366105495,0.6056746258379195,0.36797235023041475,0.69027384321776,0.6231111110711751,0.770802919655651,0.24074074074074048,0.9076923076923116,0.06415425065731814,0.5842315229557138,0.36797235023041475,0.7063051290504836,0.026290165531005022,0.7279635258404258,0.3181242078585147,0.39354838709677376,0.8440366972477062,0.006073992269464384,0.08676789587852494,0.0,1.0
21,0.0,0.7307692307692307,0.5711195550526559,0.7874546719345225,0.38815049186000844,0.5048187794245607,0.1315668202764977,0.7656279508693444,0.7102222221791905,0.7250608272948114,0.2839506172839492,0.9384615384615422,0.028746713409290095,0.47182950728008977,0.1315668202764977,0.6577915713878761,0.06134371957143628,0.7386018237127656,0.2839036755386205,0.39354838709677376,0.8899082568807337,0.029081538744708268,0.05856832971800434,0.0,1.0
22,0.0,0.75,0.694068524068969,0.7093132494684955,0.4116999290942167,0.43421525688452856,0.07982590885816693,0.8117091596151695,0.741333333289198,0.7972424979367005,0.33950617283950635,0.9384615384615422,0.06327782646801051,0.5078737402020843,0.07982590885816693,0.739137536755536,0.1051606621226569,0.7841945288723404,0.31051964512036623,0.42580645161290276,0.8440366972477062,0.02153506350082827,0.0911062906724512,0.0,1.0
23,0.0,0.7692307692307693,0.6313093349045726,0.575105493665987,0.35208244910247244,0.3628930816784524,0.13164362519201228,0.69027384321776,0.6284444444220938,0.8272506083183657,0.24691358024691468,0.8615384615384656,0.2320771253286591,0.6448068309074277,0.13164362519201228,0.7771969944540627,0.08276533593000773,0.7689969604893618,0.24714828897385954,0.42580645161290276,0.8899082568807337,0.10620283452972576,0.07158351409978309,0.0,1.0
24,0.0,0.7884615384615384,0.6040298615656929,0.5780158909890365,0.35596438320048424,0.37607379506231153,0.36751152073732724,0.6028328612125762,0.5493333332782484,0.7836171938002252,0.22839506172839563,0.8153846153846196,0.4900964066608239,0.6818309070545054,0.36751152073732724,0.731786997714361,0.03505355404111285,0.6626139817659578,0.25475285171112105,0.39354838709677376,0.7889908256880731,0.11374930977360574,0.09327548806941433,0.0,1.0
25,0.0,0.8076923076923077,0.6040298615656929,0.5994869353911563,0.2606527900101333,0.30745493522740863,0.32521761392729137,0.5641170915982698,0.5164444444260781,0.7510137874898817,0.19135802469135754,0.7923076923076948,0.1656792287467134,0.6789263717819018,0.32521761392729137,0.6899705978466022,0.030185004868679255,0.5714285714255318,0.2750316856780386,0.3548387096774195,0.642201834862385,0.1684152401987852,0.08026030368763558,0.0,1.0
26,0.0,0.826923076923077,0.7199812903267424,0.7023758506871722,0.6022113518839106,0.5896186454860803,0.2594726062467998,0.6730878186656497,0.6080000000139378,0.7824817517888505,0.22222222222222143,0.8923076923076962,0.039018404907975465,0.6124020156768486,0.2594726062467998,0.7224763149342084,0.029211295033919893,0.6990881458936169,0.3650190114071781,0.42580645161290276,0.7431192660550456,0.011595803423522916,0.12364425162689806,0.0,1.0
27,0.0,0.8461538461538461,0.6110274018209567,0.7005546009208278,0.3500275518015668,0.4103305565994433,0.05238095238095238,0.7055712936810465,0.6399999999950197,0.7858880778229675,0.27160493827160437,0.8923076923076962,0.0252410166520596,0.5861562150056838,0.05238095238095238,0.7270499836699233,0.07010710808154405,0.7522796352553187,0.34600760456269386,0.42580645161290276,0.8440366972477062,0.012147984538928768,0.1540130151843818,0.0,1.0
28,0.0,0.8653846153846154,0.7621305367080574,0.7475877199244483,0.35374175023552956,0.4895088524226077,0.051203277009728626,0.7554296506045546,0.6977777777351903,0.6862935928416292,0.27777777777777857,0.915384615384621,0.012445223488168273,0.4394946808523519,0.051203277009728626,0.6140150277697058,0.057448880233762045,0.6534954407340425,0.36121673003810373,0.39354838709677376,0.6880733944954125,0.07159948463095896,0.09544468546637744,0.0,1.0
29,0.0,0.8846153846153846,0.7417939353411973,0.8637290470612344,0.2657168181797582,0.30984174808881054,0.05130568356374808,0.6445703493161332,0.5902222222190119,0.6509326845361088,0.23456790123456983,0.7769230769230795,0.06432953549517967,0.4988451847702631,0.05130568356374808,0.5759555700826131,0.07984420642641124,0.5744680851063833,0.25602027883444145,0.32258064516129004,0.6880733944954125,0.0176697956929873,0.12147505422993493,0.0,1.0
30,0.0,0.9038461538461539,0.5937158152391337,0.7387192450627031,0.34724176755978897,0.3364259899981926,0.08604710701484895,0.47629839474886637,0.4195555554873067,0.5868613138132446,0.1481481481481488,0.7384615384615429,0.07765118317265557,0.578072508398749,0.08604710701484895,0.5137210062128612,0.04284323271646129,0.5106382978723403,0.23067173637512917,0.2838709677419353,0.5412844036697249,0.04914411927112093,0.11496746203904555,0.0,1.0
31,0.0,0.9230769230769231,0.5642313513638807,0.5982239327792669,0.5097370011315205,0.5170970750770862,0.025499231950844855,0.5165250236078052,0.47200000000099607,0.5836171938456403,0.1851851851851869,0.7538461538461547,0.12585451358457495,0.5418882978735213,0.025499231950844855,0.5083306109106638,0.04771178188889488,0.48784194528723424,0.08998732572913942,0.17419354838709666,0.6880733944954125,0.12700165654334622,0.11279826464208244,0.0,1.0
32,0.0,0.9423076923076923,0.5768597247933018,0.7882893519215102,0.3736028084114037,0.4486539405858667,0.0,0.4715769593945893,0.4213333333539069,0.2681265206369545,0.17283950617284205,0.7076923076923123,0.007186678352322524,0.2678821388596011,0.0,0.2172492649464508,0.11100292112916824,0.3495440729468089,0.28770595690769485,0.17419354838709666,0.43119266055045835,0.005153690410454629,0.10195227765726682,0.0,1.0
33,0.0,0.9615384615384616,0.7646816868139334,0.7940076786165751,0.49903694631680556,0.6008227358864164,0.1342805939580133,0.48404154859240833,0.43377777779791415,0.5581508516230116,0.19135802469135754,0.7000000000000028,0.056634531113058724,0.5461576147831613,0.1342805939580133,0.48464554067704135,0.1032132424538198,0.4589665653510635,0.1825095057031454,0.25161290322580654,0.5871559633027523,0.03644395361678631,0.05639913232104122,0.0,1.0
34,0.0,0.9807692307692307,0.7749229149872114,0.8053929332917165,0.33727693300773,0.369301067950677,0.0,0.4498583569763923,0.39733333333698084,0.27964314681718605,0.12345679012345911,0.646153846153851,0.009570552147239264,0.2913633818589467,0.0,0.22492649461650593,0.06329113924027335,0.39969604862765973,0.11660329531088509,0.14193548387096766,0.5871559633027523,0.03846861770660777,0.05856832971800434,0.0,1.0
35,0.05000000000001137,0.0,0.6043578712651585,0.6551872176228183,0.3015871531309071,0.37864043516617546,0.0,0.32049102924723627,0.279111111118965,0.25709651254269517,0.07407407407407263,0.5384615384615401,0.008413672217353198,0.37115061590281595,0.0,0.2053250571695613,0.07984420642641124,0.3176291793297876,0.2598225602026286,0.17419354838709666,0.3853211009174309,0.009755199705503405,0.0455531453362256,0.0,1.0
36,0.05000000000001137,0.019230769230769232,0.806411846135898,0.6112566919918825,0.48286444775433995,0.32991381549698673,0.04057859703020993,0.40169971665351056,0.365333333355899,0.4133008921397163,0.09259259259259522,0.6846153846153875,0.04615249780893953,0.46154115341671864,0.04057859703020993,0.33796145050528925,0.03602726387519059,0.3738601823723404,0.1584283903680408,0.10322580645161294,0.5871559633027523,0.05834713786121848,0.0455531453362256,0.0,1.0
37,0.05000000000001137,0.038461538461538464,0.806411846135898,0.8233313044752246,0.49738631182731613,0.46163940358785543,0.0,0.3684608120819064,0.3439999999522101,0.4280616382875593,0.09259259259259522,0.7076923076923123,0.04802804557405784,0.507383818589543,0.0,0.35249918327891616,0.04381694255122065,0.4088145896702131,0.18124207858071217,0.17419354838709666,0.5871559633027523,0.030369961347321922,0.05639913232104122,0.0,1.0
38,0.05000000000001137,0.057692307692307696,0.806411846135898,0.8406471801105424,0.4271245685388236,0.4367935463809243,0.0,0.42946175631462324,0.40533333330113663,0.31111111111615486,0.154320987654323,0.7000000000000028,0.0012269938650306747,0.33829087345989106,0.0,0.24730480235747665,0.08179162609524837,0.35258358662765943,0.28770595690769485,0.17419354838709666,0.3302752293577982,0.01251610528253267,0.07375271149674621,0.0,1.0
39,0.05000000000001137,0.07692307692307693,0.544441432829463,0.7715573129718276,0.4683425836813637,0.42505046648105527,0.0,0.45061378653260675,0.4151111111319068,0.33268450933223903,0.14197530864197816,0.6230769230769262,0.009991235758106924,0.3428751399786434,0.0,0.2662528585466617,0.0963972736125491,0.36474164134042564,0.32192648922670186,0.2129032258064516,0.3853211009174309,0.010859561936315112,0.08026030368763558,0.0,1.0
40,0.05000000000001137,0.09615384615384616,0.8597680905822838,0.7519442003249541,0.4885391131853358,0.47460140372882953,0.0,0.41038715767367506,0.3777777777998992,0.3982157339723926,0.11728395061728492,0.6230769230769262,0.034513584574934274,0.44110442329321,0.0,0.3230970271142162,0.07302823758514054,0.38905775075531945,0.20912547528489112,0.2129032258064516,0.5412844036697249,0.013436407141542426,0.036876355748373106,0.0,1.0
41,0.05000000000001137,0.1153846153846154,0.5220274366993214,0.7437437989317414,0.526816788942475,0.5427633120397752,0.046210957501280084,0.29726156745221743,0.27644444438127636,0.3781021897871568,0.1481481481481488,0.553846153846159,0.037510955302366346,0.517077267637335,0.046210957501280084,0.3137863443340638,0.12560856864646902,0.3981762917978724,0.3852978453740956,0.3548387096774195,0.3853211009174309,0.010307380820909259,0.04121475054229935,0.0,1.0
42,0.05000000000001137,0.13461538461538464,0.6302706375229319,0.7308941201846927,0.22382804093609643,0.30002459170355866,0.0,0.36732766754929,0.3386666666012914,0.45287915647124777,0.14197530864197816,0.6846153846153875,0.04592462751971954,0.5377589585671145,0.0,0.3796145050643247,0.08276533593000773,0.4726443769042552,0.349809885931768,0.3548387096774195,0.4862385321100917,0.03276274618074729,0.05422993492407809,0.0,1.0
43,0.05000000000001137,0.15384615384615385,0.6302706375229319,0.730015509672074,0.2763455537401144,0.41821391382442274,0.08138760880696365,0.37941454203510716,0.365333333355899,0.4274128142486191,0.12345679012345911,0.6846153846153875,0.04171779141104295,0.49457586786062313,0.08138760880696365,0.3520091473413134,0.05160662122725071,0.4103343465,0.23700887198995724,0.25161290322580654,0.4862385321100917,0.05650653414319897,0.039045553145336226,0.0,1.0
44,0.05000000000001137,0.17307692307692307,0.6746066152340168,0.7909691139849973,0.4752553152570139,0.45910787573753786,0.0,0.41529745038396015,0.39644444446590654,0.441524736357529,0.154320987654323,0.7307692307692335,0.014548641542506575,0.47837346024655814,0.0,0.36638353479478325,0.06037000973735848,0.4908814589680852,0.3358681875796785,0.2838709677419353,0.5412844036697249,0.020062580526412663,0.0455531453362256,0.0,1.0
45,0.05000000000001137,0.19230769230769235,0.5840212698982984,0.6968479628207176,0.41307991152729134,0.4987909571311544,0.0,0.3695939564823263,0.341333333338973,0.41930251421604936,0.14197530864197816,0.6769230769230781,0.02343558282208589,0.4985302351636005,0.0,0.3511924207748305,0.09347614410895264,0.48176291793617043,0.3941698352346775,0.32258064516129004,0.5412844036697249,0.006626173384870238,0.036876355748373106,0.0,1.0
46,0.05000000000001137,0.21153846153846156,0.5840212698982984,0.6968479628207176,0.29348799416185994,0.3654908962130352,0.0,0.36638338050487107,0.3386666666012914,0.41005677205856017,0.16049382716049365,0.6538461538461569,0.01945661700262927,0.49226623740359843,0.0,0.3464554067303929,0.0808179162611706,0.4984802431595745,0.2167300380230397,0.3548387096774195,0.5871559633027523,0.01049144119271121,0.036876355748373106,0.0,1.0
47,0.05000000000001137,0.23076923076923078,0.7507048655100097,0.7464620002051555,0.47561209208388233,0.510018346316554,0.0,0.374693106680823,0.34844444443204736,0.4652068126433946,0.19753086419753174,0.6769230769230781,0.037265556529360214,0.5441629339303498,0.0,0.3925187847164202,0.09542356377778974,0.49544072947872353,0.1825095057031454,0.3548387096774195,0.6880733944954125,0.04951224001472483,0.03470715835140998,0.0,1.0
48,0.05000000000001137,0.25000000000000006,0.6290679352915585,0.7390487240049352,0.49841800352201554,0.46831959186304045,0.03307731694828469,0.32105760144744266,0.2853333333409651,0.3221411192104213,0.09876543209876587,0.6538461538461569,0.03663453111305872,0.43788493841149423,0.03307731694828469,0.2602090819981382,0.06329113924027335,0.4088145896702131,0.20278833967095022,0.14193548387096766,0.5412844036697249,0.007546475243879992,0.03470715835140998,0.0,1.0
49,0.05000000000001137,0.2692307692307693,0.6371588412117071,0.8043679243024326,0.36123045249828,0.395134006079736,0.015360983102918587,0.36185080263878433,0.3439999999522101,0.4510948905344847,0.08641975308642103,0.6923076923076934,0.03467134092900964,0.5350293952979406,0.015360983102918587,0.37471414571116424,0.08666017526768194,0.4148936170212769,0.1761723700892046,0.14193548387096766,0.5871559633027523,0.034603349898766796,0.03253796095444685,0.0,1.0
50,0.05000000000001137,0.2884615384615385,0.5288063038216082,0.6133799641219397,0.3233440395872056,0.4423878800113882,0.11410650281618023,0.35014164299717976,0.31111111110004686,0.2869424168578618,0.06790123456789843,0.7000000000000028,0.03838737949167397,0.3812639977603083,0.11410650281618023,0.23064358053614953,0.04479065238598001,0.43768996960638296,0.15462610899896645,0.17419354838709666,0.5871559633027523,0.0357077121295785,0.049891540130151846,0.0,1.0
51,0.05000000000001137,0.3076923076923077,0.6728754893768044,0.7078855073854902,0.36805723985855093,0.4731951087515094,0.08376856118791602,0.45457979219848,0.4160000000029811,0.49797242502024375,0.11111111111111427,0.7538461538461547,0.03453111305872042,0.5060890257553479,0.08376856118791602,0.42829140803565546,0.06426484907503272,0.5455927051702134,0.3092522179979328,0.39354838709677376,0.642201834862385,0.006442113013068287,0.03470715835140998,0.0,1.0
52,0.05000000000001137,0.3269230769230769,0.6728754893768044,0.6772714223364318,0.34613261773820353,0.3931728062356213,0.0,0.5546742208896944,0.5199999999103966,0.6048661800422579,0.19753086419753174,0.7846153846153889,0.014688869412795794,0.5284504479288266,0.0,0.5258085592984743,0.0983446932813862,0.6291793313085106,0.2826362484161872,0.3548387096774195,0.7431192660550456,0.005153690410454629,0.036876355748373106,0.0,1.0
53,0.05000000000001137,0.3461538461538462,0.5709555502029231,0.6987973798955903,0.2201309952341946,0.2865469008481152,0.09057859703020994,0.5291784702938358,0.4764444443563889,0.5870235198797573,0.19135802469135754,0.7923076923076948,0.03610867659947415,0.5328947368418959,0.09057859703020994,0.5111074812161236,0.0720545277510628,0.5881458966595745,0.21292775665396535,0.32258064516129004,0.7431192660550456,0.07399226946438432,0.026030368763557486,0.0,1.0
54,0.05000000000001137,0.3653846153846154,0.5173259643403161,0.6157412298746026,0.30095521037076567,0.26228712293869744,0.010650281618023553,0.48781869690228064,0.43733333328222557,0.5649635036912457,0.14197530864197816,0.7461538461538524,0.06199824715162138,0.5457726763712074,0.010650281618023553,0.4869323750448986,0.07789678675757414,0.5455927051702134,0.1825095057031454,0.25161290322580654,0.7431192660550456,0.06037180195103994,0.036876355748373106,0.0,1.0
55,0.05000000000001137,0.38461538461538464,0.5173259643403161,0.6476092019514819,0.2033952912283835,0.32660489579011304,0.1309779825908858,0.5220018885183038,0.44355555550422565,0.6223844281852777,0.16049382716049365,0.7769230769230795,0.10394390885188431,0.5760078387455461,0.1309779825908858,0.5472067951642392,0.03407984420635349,0.6367781155000003,0.1926489226870478,0.32258064516129004,0.7431192660550456,0.006626173384870238,0.021691973969631236,0.0,1.0
56,0.05000000000001137,0.4038461538461539,0.5973603310098948,0.6760542172975127,0.41500589250512815,0.525957176439271,0.14175627240143368,0.5516525024004508,0.4968888888889964,0.6394160583558772,0.20370370370370594,0.8000000000000043,0.07607361963190185,0.5707936730134684,0.14175627240143368,0.5637046716768435,0.053554040896087785,0.6960486322234041,0.22053231939211382,0.42580645161290276,0.7889908256880731,0.010307380820909259,0.03253796095444685,0.0,1.0
57,0.05000000000001137,0.42307692307692313,0.538045243689886,0.5964667117540294,0.24399008442087217,0.37636683471106824,0.020686123911930365,0.6455146364927558,0.6044444444051749,0.5998377940243245,0.23456790123456983,0.8076923076923102,0.008764241893076249,0.44796332586879073,0.020686123911930365,0.5269519764824027,0.1032132424538198,0.7097264437659572,0.26362484157170296,0.42580645161290276,0.7889908256880731,0.03791643659120192,0.04121475054229935,0.0,1.0
58,0.05000000000001137,0.44230769230769235,0.5634659953984612,0.6727594278751925,0.3411803531595865,0.3895631353102867,0.015591397849462365,0.6948064210838467,0.6444444443504196,0.6642335766531104,0.24691358024691468,0.8846153846153868,0.010201577563540754,0.4715145576709774,0.015591397849462365,0.5908199934736864,0.07108081791630344,0.7264437690000003,0.30544993662885855,0.4645161290322579,0.8440366972477062,0.017301674949383398,0.0455531453362256,0.0,1.0
59,0.05000000000001137,0.46153846153846156,0.509344394986656,0.6023424195571672,0.26300000597637296,0.31847148681557846,0.11328725038402458,0.6795089707527637,0.6319999999064123,0.75587996755484,0.2530864197530853,0.8846153846153868,0.02979842243645925,0.5789473684207949,0.11328725038402458,0.6847435478645614,0.055501460564924915,0.8009118541063831,0.23193916349844967,0.4645161290322579,0.9449541284403669,0.006073992269464384,0.030368763557483733,0.0,1.0
60,0.05000000000001137,0.4807692307692308,0.5312663765675993,0.6349059216810982,0.36227947748011485,0.36375644933341195,0.18883768561187916,0.6311614730738953,0.5706666666819302,0.7477696675222703,0.2901234567901234,0.8307692307692349,0.06625766871165643,0.6113871780515701,0.18883768561187916,0.6760862463307347,0.046738072054817115,0.6930091185425531,0.25475285171112105,0.39354838709677376,0.7431192660550456,0.022823486103441933,0.039045553145336226,0.0,1.0
61,0.05000000000001137,0.5,0.5501269342868648,0.6963354034129186,0.39191632904522855,0.42924605262795207,0.06835637480798772,0.6260623228753914,0.5591111111090044,0.7156528791843613,0.2839506172839492,0.8076923076923102,0.09113058720420684,0.5856312989929466,0.06835637480798772,0.6445606011183347,0.053554040896087785,0.7416413373829789,0.1837769328264659,0.39354838709677376,0.8440366972477062,0.04546291183508191,0.02819956616052061,0.0,1.0
62,0.05000000000001137,0.5192307692307693,0.5501269342868648,0.5858501643990095,0.27730249563404286,0.3796288286959126,0.015693804403481823,0.7093484418587082,0.6568888887944198,0.6981346309277896,0.2654320987654337,0.8461538461538467,0.03277826468010517,0.49212625979791547,0.015693804403481823,0.6215289121196039,0.07302823758514054,0.7462006079042554,0.19011406844129397,0.39354838709677376,0.8899082568807337,0.008466777102889747,0.030368763557483733,0.0,1.0
63,0.05000000000001137,0.5384615384615384,0.5317583911167976,0.5858501643990095,0.2082917642890338,0.29550085365435863,0.07596006144393241,0.7401322001412751,0.6782222221981087,0.7310624492575997,0.27160493827160437,0.9000000000000057,0.0413672217353199,0.5010498320266998,0.07596006144393241,0.6582816073254789,0.07302823758514054,0.7872340425531914,0.21166032953153202,0.4645161290322579,0.8440366972477062,0.022455365359838025,0.039045553145336226,0.0,1.0
64,0.05000000000001137,0.5576923076923077,0.5317583911167976,0.5097588367899701,0.2772723429366304,0.31588532167352745,0.14485407066052228,0.6838526912628566,0.6328888889019382,0.7596107056084307,0.2654320987654337,0.8692307692307715,0.04802804557405784,0.5804521276610648,0.14485407066052228,0.6881737994163477,0.06037000973735848,0.7021276595744683,0.12040557667907215,0.39354838709677376,0.8899082568807337,0.0793300202466409,0.049891540130151846,0.0,1.0
